latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.18471,141.92876,318.33,3.35,1.73,2024-09-27,0039,T,0,6.1NRT,299.19,55.47,D
-12.18149,141.92368,317.12,3.35,1.73,2024-09-27,0039,T,0,6.1NRT,298.74,48.7,D
-12.38483,141.95464,317.48,3.39,1.74,2024-09-27,0039,T,67,6.1NRT,297.88,31.53,D
-11.37695,132.52521,323.79,1.02,1.01,2024-09-27,0039,T,31,6.1NRT,304.85,8.54,D
-11.4175,132.36229,327.06,1.03,1.01,2024-09-27,0039,T,57,6.1NRT,307.17,11.86,D
-11.41887,132.37152,330.56,1.03,1.01,2024-09-27,0039,T,75,6.1NRT,305.61,17.07,D
-11.52356,132.64037,323.95,1.01,1.01,2024-09-27,0039,T,48,6.1NRT,305.18,9.34,D
-12.13559,135.46982,324.34,1.14,1.06,2024-09-27,0039,T,31,6.1NRT,301.57,13.51,D
-12.39573,135.42581,323.88,1.14,1.06,2024-09-27,0039,T,47,6.1NRT,305.25,9.11,D
-12.58783,136.25645,327.07,1.27,1.12,2024-09-27,0039,T,74,6.1NRT,300.9,21.26,D
-12.58933,136.26801,320.34,1.28,1.12,2024-09-27,0039,T,58,6.1NRT,298.5,11.49,D
-14.19697,136.70171,322.78,1.42,1.18,2024-09-27,0041,T,40,6.1NRT,300.45,15,D
-13.41061,130.23709,319.71,1.2,1.09,2024-09-27,0041,T,23,6.1NRT,299.62,10.36,D
-13.64398,131.0309,326,1.09,1.04,2024-09-27,0041,T,74,6.1NRT,301.88,12.2,D
-13.65173,131.01955,326.39,1.09,1.04,2024-09-27,0041,T,74,6.1NRT,302.61,13.5,D
-13.65323,131.02945,361.07,1.09,1.04,2024-09-27,0041,T,100,6.1NRT,302.56,87.43,D
-14.2334,132.57677,319.96,1,1,2024-09-27,0041,T,39,6.1NRT,301.96,6.14,D
-15.43055,141.8694,319.62,3.68,1.8,2024-09-27,0041,T,38,6.1NRT,297.98,39.09,D
-14.36789,132.93184,328.16,1,1,2024-09-27,0041,T,74,6.1NRT,303.23,14.57,D
-14.3692,132.94095,324.46,1,1,2024-09-27,0041,T,62,6.1NRT,301.36,10.43,D
-14.56695,131.77194,324.89,1.02,1.01,2024-09-27,0041,T,53,6.1NRT,303.54,8.82,D
-14.56834,131.78123,329.77,1.02,1.01,2024-09-27,0041,T,78,6.1NRT,304.82,14.35,D
-4.1,143.51796,310.62,3.39,1.74,2024-09-27,0039,T,48,6.1NRT,291.91,34.27,D
-14.57592,131.77057,347.44,1.02,1.01,2024-09-27,0041,T,93,6.1NRT,303.67,42.88,D
-4.09638,143.51202,312.02,3.39,1.74,2024-09-27,0039,T,49,6.1NRT,292.55,39.45,D
-14.5773,131.77986,334.15,1.02,1.01,2024-09-27,0041,T,59,6.1NRT,306.08,18.87,D
-8.26121,137.84886,314.34,1.42,1.18,2024-09-27,0039,T,39,6.1NRT,294.76,11.02,D
-14.5849,131.7692,329.29,1.02,1.01,2024-09-27,0041,T,47,6.1NRT,300.95,12.98,D
-8.27165,137.84749,315.93,1.42,1.18,2024-09-27,0039,T,59,6.1NRT,295.87,13.91,D
-13.96926,123.32592,310.9,3.73,1.81,2024-09-27,0041,T,44,6.1NRT,293.17,52.52,D
-16.08904,136.79471,324.81,1.54,1.22,2024-09-27,0041,T,41,6.1NRT,301.32,17.02,D
-16.45095,139.59108,319.46,2.53,1.53,2024-09-27,0041,T,41,6.1NRT,297.5,35.86,D
-16.16459,136.66551,326.8,1.51,1.21,2024-09-27,0041,T,49,6.1NRT,302.51,18.49,D
-16.24671,136.33234,327.63,1.43,1.18,2024-09-27,0041,T,72,6.1NRT,304.4,20.17,D
-16.38233,136.76738,335.7,1.54,1.22,2024-09-27,0041,T,83,6.1NRT,304.33,39.88,D
-16.38411,136.78162,338.44,1.55,1.23,2024-09-27,0041,T,86,6.1NRT,304.4,48,D
-16.39323,136.76595,334.31,1.54,1.22,2024-09-27,0041,T,82,6.1NRT,302.95,37.19,D
-16.39502,136.78018,335.86,1.55,1.23,2024-09-27,0041,T,83,6.1NRT,304.28,41.96,D
-16.34824,136.32632,326.85,1.44,1.19,2024-09-27,0041,T,71,6.1NRT,303.89,16.9,D
-16.34995,136.33955,349.64,1.44,1.19,2024-09-27,0041,T,94,6.1NRT,304.5,79.27,D
-16.3969,136.77351,333.04,1.55,1.23,2024-09-27,0041,T,80,6.1NRT,303.32,35.34,D
-16.3986,136.78783,325.09,1.55,1.23,2024-09-27,0041,T,31,6.1NRT,303.45,17.15,D
-16.3547,136.33249,349.81,1.44,1.19,2024-09-27,0041,T,94,6.1NRT,304.93,78.61,D
-16.35633,136.34583,337.61,1.44,1.19,2024-09-27,0041,T,85,6.1NRT,304.75,41.29,D
-16.3798,136.2755,325.44,1.43,1.18,2024-09-27,0041,T,62,6.1NRT,303.33,15.87,D
-15.61754,129.14412,336.8,1.29,1.13,2024-09-27,0041,T,87,6.1NRT,298.99,35.99,D
-15.65815,129.07632,326.36,1.3,1.13,2024-09-27,0041,T,61,6.1NRT,298.12,18.3,D
-15.66818,129.07457,348.56,1.3,1.13,2024-09-27,0041,T,94,6.1NRT,298.65,68.97,D
-15.67009,129.08669,338.03,1.3,1.13,2024-09-27,0041,T,87,6.1NRT,298.71,38.87,D
-15.6785,129.07832,326.16,1.3,1.13,2024-09-27,0041,T,51,6.1NRT,297.9,15.6,D
-15.69663,129.06299,342.24,1.3,1.13,2024-09-27,0041,T,90,6.1NRT,297.88,53.12,D
-33.7777,120.75169,318.14,2.06,1.4,2024-09-27,0048,T,69,6.1NRT,291.24,44.13,D
-15.69856,129.07491,330.19,1.3,1.13,2024-09-27,0041,T,81,6.1NRT,298.8,26.07,D
-15.70049,129.08681,322.87,1.3,1.13,2024-09-27,0041,T,44,6.1NRT,298.97,13,D
-15.21752,126.15076,329.58,2.14,1.42,2024-09-27,0041,T,80,6.1NRT,299.07,54.14,D
-15.22089,126.17005,319.47,2.13,1.42,2024-09-27,0041,T,65,6.1NRT,298.96,19.76,D
-17.17284,134.74219,335.26,1.18,1.08,2024-09-27,0041,T,86,6.1NRT,302.32,32.29,D
-17.18389,134.75179,332.35,1.18,1.08,2024-09-27,0041,T,83,6.1NRT,303.46,27.58,D
-17.18532,134.76273,323.62,1.19,1.08,2024-09-27,0041,T,73,6.1NRT,302.77,13.98,D
-16.51006,129.58983,326.6,1.19,1.08,2024-09-27,0041,T,76,6.1NRT,300.27,17.62,D
-16.51971,129.58842,329.58,1.19,1.08,2024-09-27,0041,T,80,6.1NRT,299.36,22.31,D
-17.68357,135.30986,318.61,1.29,1.13,2024-09-27,0041,T,59,6.1NRT,300.69,11.26,D
-17.6841,135.31548,320.81,1.29,1.13,2024-09-27,0041,T,69,6.1NRT,300.6,14.33,D
-17.79055,133.24556,321.41,1.04,1.02,2024-09-27,0041,T,43,6.1NRT,300.03,10.69,D
-17.81376,133.21259,324,1.04,1.02,2024-09-27,0041,T,48,6.1NRT,302.13,11.03,D
-19.09316,139.16501,323.4,2.55,1.54,2024-09-27,0041,T,64,6.1NRT,304.79,44.18,D
3.46853,5.57493,311.26,3.55,1.77,2024-09-27,0122,A,74,6.1NRT,283.25,63.02,N
45.2638,31.66897,305.82,1.58,1.24,2024-09-27,0109,A,37,6.1NRT,287.92,13.94,N
3.47516,5.56802,312.09,3.55,1.77,2024-09-27,0122,A,77,6.1NRT,282.23,67.71,N
45.25981,31.68803,308.61,1.58,1.24,2024-09-27,0109,A,62,6.1NRT,288.86,17.4,N
42.71799,24.17789,300.98,1,1,2024-09-27,0111,A,36,6.1NRT,284.98,6.57,N
-3.33974,11.54221,302.02,1.06,1.03,2024-09-27,0124,A,46,6.1NRT,285.69,5.37,N
-4.92248,11.38492,318.15,1.04,1.02,2024-09-27,0124,A,95,6.1NRT,292.88,15.27,N
29.23269,19.69896,327.52,1.01,1,2024-09-27,0115,A,100,6.1NRT,291.82,26.45,N
29.04078,20.79054,308.38,1.01,1,2024-09-27,0115,A,74,6.1NRT,293.78,8.22,N
28.90559,20.95386,306.21,1.01,1,2024-09-27,0115,A,67,6.1NRT,293.81,6.66,N
29.07255,19.0646,320.59,1.03,1.02,2024-09-27,0115,A,100,6.1NRT,293.2,19.74,N
28.91637,19.77084,311.95,1.01,1,2024-09-27,0115,A,84,6.1NRT,292.64,11.36,N
28.91491,19.78086,333.19,1.01,1,2024-09-27,0115,A,100,6.1NRT,293.74,33.81,N
28.90755,19.76922,319.88,1.01,1,2024-09-27,0115,A,99,6.1NRT,292.18,18.22,N
28.90609,19.77924,343.5,1.01,1,2024-09-27,0115,A,100,6.1NRT,294.25,50.47,N
27.98816,22.33029,307.94,1.12,1.05,2024-09-27,0115,A,73,6.1NRT,294.37,9.26,N
27.64624,22.4988,311.47,1.15,1.07,2024-09-27,0115,A,83,6.1NRT,295.07,12.33,N
27.64436,22.51005,313.39,1.15,1.07,2024-09-27,0115,A,87,6.1NRT,295.09,14.15,N
13.38498,25.06597,302.35,3.19,1.69,2024-09-27,0120,A,48,6.1NRT,292.07,27.42,N
51.94281,40.38512,300.17,2.65,1.56,2024-09-27,0109,A,20,6.1NRT,279.75,30.94,N
-16.72404,178.7957,310.41,2.06,1.4,2024-09-27,0209,A,25,6.1NRT,299.09,15.53,D
-16.55292,179.04836,318.5,1.96,1.37,2024-09-27,0209,A,70,6.1NRT,299.64,24.68,D
-16.54913,179.04306,316.96,1.96,1.37,2024-09-27,0209,A,58,6.1NRT,299.08,21.74,D
-23.58109,-47.35272,311.45,1.4,1.17,2024-09-27,0120,T,83,6.1NRT,292.04,16.46,N
-23.5685,-47.34132,318.45,1.4,1.17,2024-09-27,0120,T,97,6.1NRT,291.9,25.66,N
-23.57073,-47.35468,343.21,1.4,1.17,2024-09-27,0120,T,100,6.1NRT,293.78,79.02,N
-23.57292,-47.36779,313.13,1.4,1.17,2024-09-27,0120,T,86,6.1NRT,293.17,17.37,N
-22.67755,-42.86967,307.1,3.02,1.65,2024-09-27,0120,T,70,6.1NRT,293.33,33.79,N
-23.4407,-47.00115,307.57,1.48,1.2,2024-09-27,0120,T,72,6.1NRT,293.21,12.72,N
-23.44302,-47.01501,307.91,1.48,1.2,2024-09-27,0120,T,73,6.1NRT,293.09,12.91,N
-22.67152,-42.84795,306.12,3.03,1.66,2024-09-27,0120,T,67,6.1NRT,294,33.5,N
-23.43583,-47.35813,303.03,1.41,1.17,2024-09-27,0120,T,53,6.1NRT,292.45,7.11,N
-22.90088,-44.7457,306.87,2.19,1.43,2024-09-27,0120,T,70,6.1NRT,290.05,25.19,N
-22.95899,-45.94623,319.69,1.79,1.31,2024-09-27,0120,T,99,6.1NRT,293.74,38.29,N
-22.96239,-45.96555,328,1.78,1.31,2024-09-27,0120,T,100,6.1NRT,295.29,58.93,N
-22.73756,-44.79265,341.28,2.19,1.43,2024-09-27,0120,T,100,6.1NRT,294.7,141.21,N
-22.74119,-44.81222,348.88,2.18,1.43,2024-09-27,0120,T,100,6.1NRT,296.01,184.81,N
-22.94773,-45.95028,305.1,1.79,1.31,2024-09-27,0120,T,63,6.1NRT,294.19,13.55,N
-22.95102,-45.96885,307.28,1.78,1.31,2024-09-27,0120,T,71,6.1NRT,292.91,16.21,N
-23.16916,-47.72193,305.68,1.35,1.15,2024-09-27,0120,T,59,6.1NRT,291.77,9.75,N
-22.64342,-44.856,307.2,2.17,1.43,2024-09-27,0120,T,71,6.1NRT,294.24,19.26,N
-22.6473,-44.87685,309.69,2.16,1.43,2024-09-27,0120,T,78,6.1NRT,294.78,24.23,N
-22.39688,-43.96706,305.01,2.55,1.54,2024-09-27,0120,T,63,6.1NRT,293.8,17.97,N
-24.10147,-56.78336,304.39,1.74,1.29,2024-09-27,0120,T,60,6.1NRT,288.27,14.94,N
-22.51183,-47.78687,309.16,1.37,1.16,2024-09-27,0120,T,77,6.1NRT,294.03,12.98,N
-22.34486,-47.76597,305.28,1.39,1.17,2024-09-27,0120,T,64,6.1NRT,295.22,8.6,N
-21.96245,-45.82038,322.69,1.91,1.35,2024-09-27,0120,T,100,6.1NRT,291.71,52.74,N
-21.39982,-42.96383,317.38,3.18,1.69,2024-09-27,0120,T,95,6.1NRT,292.03,77.81,N
-21.40491,-42.98902,328.33,3.16,1.68,2024-09-27,0120,T,100,6.1NRT,292.6,138.94,N
-21.95052,-45.82261,307.48,1.91,1.35,2024-09-27,0120,T,64,6.1NRT,290.36,19.67,N
-21.95417,-45.80963,302.74,1.91,1.35,2024-09-27,0120,T,47,6.1NRT,290.48,13.31,N
-21.95736,-45.82784,321.26,1.91,1.35,2024-09-27,0120,T,100,6.1NRT,291.23,49.51,N
-21.94545,-45.83025,303.65,1.91,1.35,2024-09-27,0120,T,56,6.1NRT,289.88,15.02,N
-21.40093,-42.96907,325.66,3.18,1.69,2024-09-27,0120,T,100,6.1NRT,292.48,123.92,N
-21.40599,-42.99492,322.22,3.16,1.68,2024-09-27,0120,T,100,6.1NRT,292.3,103.54,N
-23.58308,-58.07263,330.23,2.12,1.42,2024-09-27,0120,T,100,6.1NRT,288.88,89.15,N
-23.58507,-58.09319,300.63,2.13,1.42,2024-09-27,0120,T,11,6.1NRT,287.55,11.91,N
-23.57044,-58.07408,344.45,2.12,1.42,2024-09-27,0120,T,100,6.1NRT,289.02,156.83,N
-23.57242,-58.09464,306.07,2.13,1.42,2024-09-27,0120,T,67,6.1NRT,287.91,22.06,N
-23.56765,-58.05941,315.57,2.12,1.41,2024-09-27,0120,T,91,6.1NRT,287.81,43.03,N
-23.56976,-58.07985,327.14,2.12,1.42,2024-09-27,0120,T,100,6.1NRT,288.59,76.99,N
-20.33214,-42.72107,313.84,3.49,1.76,2024-09-27,0120,T,88,6.1NRT,290.87,75.9,N
-20.33747,-42.72527,306.68,3.49,1.76,2024-09-27,0120,T,69,6.1NRT,290.81,47.03,N
-20.32203,-42.72862,302.83,3.49,1.76,2024-09-27,0120,T,52,6.1NRT,290.55,32.07,N
-20.15558,-44.34081,311.87,2.68,1.57,2024-09-27,0122,T,84,6.1NRT,291.87,45.22,N
-19.60825,-42.7983,303.87,3.57,1.77,2024-09-27,0122,T,25,6.1NRT,291.32,30.88,N
-19.61534,-42.83327,308.09,3.55,1.77,2024-09-27,0122,T,71,6.1NRT,291.06,47.76,N
-19.61455,-42.80299,302.99,3.57,1.77,2024-09-27,0122,T,53,6.1NRT,291.61,31.41,N
-19.62118,-42.83701,301.31,3.55,1.77,2024-09-27,0122,T,40,6.1NRT,290.86,26.15,N
-19.38013,-42.58434,320.18,3.75,1.81,2024-09-27,0122,T,100,6.1NRT,292.39,120.14,N
-19.38759,-42.58585,320.04,3.75,1.81,2024-09-27,0122,T,100,6.1NRT,292.82,120.97,N
-19.98928,-47.15065,309.21,1.68,1.27,2024-09-27,0122,T,77,6.1NRT,289.77,20.57,N
-19.99204,-47.16668,313.16,1.67,1.27,2024-09-27,0122,T,86,6.1NRT,290.24,26.57,N
-19.97933,-47.15948,309.67,1.68,1.27,2024-09-27,0122,T,77,6.1NRT,290.11,19.65,N
-19.60631,-45.88194,303.69,2.11,1.41,2024-09-27,0122,T,56,6.1NRT,290.83,16.21,N
-19.58088,-46.11717,304.38,2.03,1.39,2024-09-27,0122,T,60,6.1NRT,289.05,18.95,N
-18.70187,-42.08813,321.98,4.22,1.9,2024-09-27,0122,T,100,6.1NRT,292.92,157.21,N
-18.70936,-42.12543,310.34,4.19,1.9,2024-09-27,0122,T,80,6.1NRT,292.1,76.42,N
-19.6,-46.96954,302.33,1.76,1.3,2024-09-27,0122,T,38,6.1NRT,291.3,9.15,N
-19.60282,-46.98588,302.38,1.75,1.3,2024-09-27,0122,T,36,6.1NRT,290.61,9.65,N
-19.59137,-46.98806,302.07,1.75,1.3,2024-09-27,0122,T,24,6.1NRT,291.01,9.15,N
-18.69819,-42.0961,324.45,4.22,1.9,2024-09-27,0122,T,100,6.1NRT,292.49,179.29,N
-19.53764,-47.88699,343.11,1.52,1.22,2024-09-27,0122,T,100,6.1NRT,293.57,89.22,N
-19.54004,-47.90118,315.77,1.51,1.21,2024-09-27,0122,T,92,6.1NRT,292.43,24.24,N
-19.53259,-47.87982,328.5,1.52,1.22,2024-09-27,0122,T,100,6.1NRT,292.17,49.85,N
-19.53489,-47.894,351.74,1.52,1.22,2024-09-27,0122,T,100,6.1NRT,294.51,121.51,N
-19.52185,-47.88182,356.68,1.52,1.22,2024-09-27,0122,T,100,6.1NRT,292.65,144.57,N
-19.52417,-47.89603,348.82,1.52,1.22,2024-09-27,0122,T,100,6.1NRT,292.47,110.94,N
-19.5111,-47.88381,314.15,1.52,1.22,2024-09-27,0122,T,89,6.1NRT,289.11,24.85,N
-20.82304,-58.10416,305.72,1.96,1.37,2024-09-27,0122,T,65,6.1NRT,289.28,16.23,N
-20.8291,-58.09019,302.23,1.95,1.36,2024-09-27,0122,T,48,6.1NRT,289.27,10.98,N
-20.83113,-58.10867,303.43,1.96,1.37,2024-09-27,0122,T,55,6.1NRT,289.14,12.94,N
-18.59291,-48.81034,312.17,1.37,1.16,2024-09-27,0122,T,84,6.1NRT,291.57,16.78,N
-18.59126,-48.98416,309.69,1.34,1.15,2024-09-27,0122,T,78,6.1NRT,293.94,13.9,N
-18.59321,-48.99656,303.18,1.33,1.14,2024-09-27,0122,T,39,6.1NRT,293.17,7.57,N
-18.39762,-49.31748,306.16,1.28,1.12,2024-09-27,0122,T,67,6.1NRT,295.87,8.23,N
-18.3936,-51.96872,329.67,1.01,1.01,2024-09-27,0122,T,100,6.1NRT,287.81,28.92,N
-18.39494,-51.97811,310.27,1.01,1.01,2024-09-27,0122,T,80,6.1NRT,289.75,9.38,N
-17.2375,-46.2922,303.43,2.19,1.44,2024-09-27,0122,T,55,6.1NRT,293.07,16.44,N
-17.15132,-47.6411,307.6,1.75,1.3,2024-09-27,0122,T,72,6.1NRT,288.76,20.91,N
-17.15401,-47.65723,310.53,1.74,1.29,2024-09-27,0122,T,80,6.1NRT,289.32,25.48,N
-16.83766,-47.70378,304.08,1.75,1.3,2024-09-27,0122,T,34,6.1NRT,290.7,11.96,N
-16.84037,-47.7197,308.04,1.75,1.3,2024-09-27,0122,T,54,6.1NRT,291.15,16.37,N
-16.84827,-47.76618,306.62,1.73,1.29,2024-09-27,0122,T,69,6.1NRT,294.52,12.22,N
-16.83169,-47.73787,323.35,1.74,1.29,2024-09-27,0122,T,100,6.1NRT,292.68,41.55,N
-16.83433,-47.75333,317.72,1.74,1.29,2024-09-27,0122,T,96,6.1NRT,293.32,29.34,N
-16.83688,-47.76824,326.43,1.73,1.29,2024-09-27,0122,T,100,6.1NRT,295.27,49.85,N
-16.84061,-47.70909,312.19,1.75,1.3,2024-09-27,0122,T,54,6.1NRT,291.21,22.35,N
-16.83439,-47.74315,323.19,1.74,1.29,2024-09-27,0122,T,100,6.1NRT,293.03,41.5,N
-16.83691,-47.75852,324.74,1.74,1.29,2024-09-27,0122,T,100,6.1NRT,294.19,44.87,N
-16.83935,-47.77345,314.04,1.73,1.29,2024-09-27,0122,T,88,6.1NRT,295.46,22.72,N
-16.51694,-48.06029,301.91,1.67,1.27,2024-09-27,0122,T,45,6.1NRT,291.5,7.86,N
-16.51537,-48.05013,303.35,1.68,1.27,2024-09-27,0122,T,55,6.1NRT,291.88,10.3,N
-16.32608,-49.44886,378.43,1.35,1.15,2024-09-27,0122,T,100,6.1NRT,295.37,228.18,N
-16.32803,-49.46114,337.42,1.35,1.15,2024-09-27,0122,T,100,6.1NRT,292.54,59.81,N
-16.36167,-49.93415,311.27,1.26,1.12,2024-09-27,0122,T,82,6.1NRT,294.69,12.56,N
-17.11902,-56.18031,317.74,1.28,1.12,2024-09-27,0122,T,93,6.1NRT,285.12,20.87,N
-17.10756,-56.16985,327.98,1.28,1.12,2024-09-27,0122,T,88,6.1NRT,289.16,33.79,N
-17.10904,-56.18168,345.74,1.28,1.12,2024-09-27,0122,T,100,6.1NRT,289.29,73.44,N
-17.11052,-56.19355,348.44,1.29,1.13,2024-09-27,0122,T,100,6.1NRT,285.2,82.89,N
-17.11201,-56.20542,314.64,1.29,1.13,2024-09-27,0122,T,75,6.1NRT,281.08,16.96,N
-17.09757,-56.1712,321.11,1.28,1.12,2024-09-27,0122,T,0,6.1NRT,288.88,20.5,N
-17.09905,-56.18304,320.11,1.28,1.12,2024-09-27,0122,T,0,6.1NRT,288.11,18.88,N
-17.10052,-56.1949,323.59,1.29,1.13,2024-09-27,0122,T,78,6.1NRT,286.81,26.31,N
-17.08467,-56.14894,314.85,1.28,1.12,2024-09-27,0122,T,52,6.1NRT,289.3,14.6,N
-17.08613,-56.16073,314.35,1.28,1.12,2024-09-27,0122,T,44,6.1NRT,286.31,13.08,N
-17.07471,-56.15031,322.65,1.28,1.12,2024-09-27,0122,T,92,6.1NRT,289.61,24.72,N
-17.0633,-56.13989,326.34,1.28,1.12,2024-09-27,0122,T,100,6.1NRT,290.9,31.84,N
-17.06474,-56.15167,338.33,1.28,1.12,2024-09-27,0122,T,100,6.1NRT,290.96,53.73,N
-17.06619,-56.16346,321,1.28,1.12,2024-09-27,0122,T,63,6.1NRT,287.98,21,N
-17.09253,-56.37931,306.24,1.32,1.14,2024-09-27,0122,T,58,6.1NRT,291.38,9.59,N
-17.05191,-56.12949,314.07,1.27,1.12,2024-09-27,0122,T,88,6.1NRT,289.45,14.45,N
-17.05334,-56.14125,366.57,1.28,1.12,2024-09-27,0122,T,100,6.1NRT,292.23,146.41,N
-17.05478,-56.15303,322.85,1.28,1.12,2024-09-27,0122,T,71,6.1NRT,289.86,24.24,N
-17.05766,-56.17665,323.49,1.28,1.12,2024-09-27,0122,T,95,6.1NRT,287.02,24.05,N
-17.03514,-56.16195,320.33,1.28,1.12,2024-09-27,0122,T,37,6.1NRT,285.63,21.14,N
-17.03664,-56.17376,327.03,1.28,1.12,2024-09-27,0122,T,75,6.1NRT,286.85,32.98,N
-17.01778,-56.10464,306.85,1.27,1.12,2024-09-27,0122,T,9,6.1NRT,286.09,9.72,N
-17.01925,-56.11634,326.12,1.27,1.12,2024-09-27,0122,T,89,6.1NRT,286.41,31.93,N
-17.02073,-56.12806,318.18,1.27,1.12,2024-09-27,0122,T,43,6.1NRT,282.56,18.43,N
-17.02518,-56.1633,325.35,1.28,1.12,2024-09-27,0122,T,55,6.1NRT,282.5,30.38,N
-17.02667,-56.17512,322.89,1.28,1.12,2024-09-27,0122,T,59,6.1NRT,284.44,28.06,N
-17.00785,-56.106,322.18,1.27,1.12,2024-09-27,0122,T,100,6.1NRT,284.84,28.37,N
-17.00932,-56.11769,332.13,1.27,1.12,2024-09-27,0122,T,100,6.1NRT,286.19,43.52,N
-16.59097,-54.03418,305.49,1.03,1.01,2024-09-27,0122,T,18,6.1NRT,287.25,6.37,N
-16.73292,-55.53982,303.1,1.17,1.08,2024-09-27,0122,T,42,6.1NRT,288,3.98,N
-16.73429,-55.55061,301.81,1.17,1.08,2024-09-27,0122,T,25,6.1NRT,285.16,3.11,N
-16.128,-51.97631,312.25,1.04,1.02,2024-09-27,0122,T,83,6.1NRT,298.78,7.01,N
-16.12939,-51.98581,311.04,1.03,1.02,2024-09-27,0122,T,80,6.1NRT,298.6,5.96,N
-16.12317,-52.00625,307.87,1.03,1.02,2024-09-27,0122,T,63,6.1NRT,297.77,3.94,N
-16.12455,-52.01569,317.73,1.03,1.02,2024-09-27,0122,T,95,6.1NRT,298.51,12.27,N
-16.10525,-51.94737,331.91,1.04,1.02,2024-09-27,0122,T,100,6.1NRT,299.8,29.25,N
-16.10663,-51.95697,320.2,1.04,1.02,2024-09-27,0122,T,100,6.1NRT,299.42,14.95,N
-16.10799,-51.96646,326.72,1.04,1.02,2024-09-27,0122,T,100,6.1NRT,299.67,22.39,N
-16.09899,-51.9679,322.39,1.04,1.02,2024-09-27,0122,T,100,6.1NRT,299.13,16.85,N
-16.10036,-51.97739,318.95,1.04,1.02,2024-09-27,0122,T,98,6.1NRT,298.89,13.45,N
-16.09136,-51.97879,318.96,1.04,1.02,2024-09-27,0122,T,98,6.1NRT,299.25,12.97,N
-16.09273,-51.98826,315.84,1.04,1.02,2024-09-27,0122,T,92,6.1NRT,298.5,10.22,N
-16.08372,-51.98961,309.29,1.04,1.02,2024-09-27,0122,T,75,6.1NRT,297.74,5.38,N
-16.54048,-56.0355,311.5,1.24,1.11,2024-09-27,0122,T,79,6.1NRT,291.08,10.42,N
-15.87009,-51.41518,314.25,1.08,1.04,2024-09-27,0122,T,88,6.1NRT,295.59,11.94,N
-16.49074,-57.37711,300.36,1.51,1.21,2024-09-27,0122,T,26,6.1NRT,281.44,7.13,N
-14.70863,-45.48665,327.22,2.84,1.61,2024-09-27,0122,T,100,6.1NRT,291.55,119.16,N
-14.71323,-45.51219,390.24,2.83,1.61,2024-09-27,0122,T,100,6.1NRT,297.25,910.26,N
-14.71785,-45.53793,326.64,2.82,1.6,2024-09-27,0122,T,100,6.1NRT,290.31,113.76,N
-14.71975,-45.49122,341.66,2.84,1.61,2024-09-27,0122,T,100,6.1NRT,292.63,214.31,N
-14.72418,-45.51706,350.01,2.83,1.61,2024-09-27,0122,T,100,6.1NRT,293.62,285.26,N
-14.70556,-45.49375,328.76,2.84,1.61,2024-09-27,0122,T,100,6.1NRT,290.99,127.57,N
-14.71,-45.51951,362.54,2.83,1.61,2024-09-27,0122,T,100,6.1NRT,292.23,426.33,N
-16.12423,-55.42898,304.68,1.14,1.06,2024-09-27,0122,T,47,6.1NRT,285.93,8.49,N
-15.14422,-48.77237,305.97,1.57,1.24,2024-09-27,0122,T,51,6.1NRT,295.03,10.06,N
-14.9287,-51.46125,314.16,1.1,1.05,2024-09-27,0122,T,88,6.1NRT,296.46,11.69,N
-14.93017,-51.47128,311.03,1.1,1.05,2024-09-27,0122,T,79,6.1NRT,297.11,8.75,N
-14.91945,-51.46275,315.69,1.1,1.05,2024-09-27,0122,T,91,6.1NRT,296.66,13.55,N
-14.90871,-51.45421,313.84,1.1,1.05,2024-09-27,0122,T,87,6.1NRT,295.93,12.23,N
-14.90054,-51.52717,308.07,1.09,1.04,2024-09-27,0122,T,69,6.1NRT,297.42,6.64,N
-14.87316,-51.47019,310.6,1.1,1.05,2024-09-27,0122,T,42,6.1NRT,297.67,8.15,N
-15.61604,-56.95546,322.02,1.37,1.16,2024-09-27,0122,T,100,6.1NRT,291.24,27.1,N
-15.61756,-56.96791,326.16,1.38,1.16,2024-09-27,0122,T,100,6.1NRT,291.37,34.54,N
-14.8639,-51.47168,326.96,1.1,1.05,2024-09-27,0122,T,100,6.1NRT,297.8,25.85,N
-15.60561,-56.95584,314.5,1.37,1.16,2024-09-27,0122,T,89,6.1NRT,291.25,16.52,N
-15.60723,-56.96912,308.73,1.38,1.16,2024-09-27,0122,T,58,6.1NRT,290.97,9.91,N
-14.85465,-51.47317,320.54,1.1,1.05,2024-09-27,0122,T,100,6.1NRT,296.95,17.53,N
-14.86212,-51.52313,308.96,1.1,1.04,2024-09-27,0122,T,73,6.1NRT,295.96,7.58,N
-14.84539,-51.47466,311.69,1.1,1.05,2024-09-27,0122,T,61,6.1NRT,296.9,8.97,N
-15.63316,-57.49289,302.55,1.49,1.21,2024-09-27,0122,T,50,6.1NRT,278.16,11.17,N
-15.62245,-57.4943,315.09,1.49,1.21,2024-09-27,0122,T,91,6.1NRT,278.5,26.3,N
-15.33048,-55.64141,301.79,1.15,1.07,2024-09-27,0122,T,44,6.1NRT,282.94,5.42,N
-13.42554,-44.00532,309.48,3.92,1.84,2024-09-27,0122,T,77,6.1NRT,294,58.44,N
-13.43204,-44.04039,316.16,3.9,1.84,2024-09-27,0122,T,93,6.1NRT,293.87,95.69,N
