latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.80549,34.14616,320.32,1.82,1.32,2024-09-30,0737,T,44,6.1NRT,304.55,21.36,D
-12.44838,31.17857,320.77,1.15,1.07,2024-09-30,0737,T,50,6.1NRT,307.84,9.77,D
-12.44981,31.18895,320.04,1.15,1.07,2024-09-30,0737,T,42,6.1NRT,307.33,9.25,D
-12.92891,34.84352,321.58,2.07,1.4,2024-09-30,0737,T,51,6.1NRT,306.58,24.99,D
-13.04024,35.75215,322.48,2.46,1.51,2024-09-30,0737,T,67,6.1NRT,304.63,40.84,D
-11.47331,24.49568,319.63,1.59,1.24,2024-09-30,0737,T,72,6.1NRT,297.96,19.9,D
-13.27124,37.58865,325.71,3.45,1.75,2024-09-30,0737,T,73,6.1NRT,303.23,68.32,D
-11.47448,24.48919,318.82,1.59,1.24,2024-09-30,0737,T,72,6.1NRT,298.37,20.03,D
-13.03544,35.74721,320.98,2.46,1.51,2024-09-30,0737,T,62,6.1NRT,304.42,35.48,D
-13.26671,37.58341,323.02,3.45,1.75,2024-09-30,0737,T,68,6.1NRT,303.95,55.32,D
-13.16913,36.30743,340.86,2.73,1.58,2024-09-30,0737,T,89,6.1NRT,303.21,149.27,D
-13.172,36.33216,320.69,2.74,1.58,2024-09-30,0737,T,31,6.1NRT,303.68,33.34,D
-13.1832,36.30596,324.83,2.73,1.58,2024-09-30,0737,T,66,6.1NRT,300.53,56.22,D
-13.17376,36.30054,339.69,2.73,1.58,2024-09-30,0737,T,88,6.1NRT,302.35,145.1,D
-13.17645,36.32523,329.05,2.74,1.58,2024-09-30,0737,T,77,6.1NRT,303.62,77.43,D
-11.60627,24.7323,312.49,1.52,1.22,2024-09-30,0737,T,37,6.1NRT,295.73,7.29,D
-12.60922,31.51467,322.78,1.2,1.09,2024-09-30,0737,T,54,6.1NRT,307.81,9.26,D
-13.2186,36.44791,318.77,2.8,1.6,2024-09-30,0737,T,55,6.1NRT,303.39,25.36,D
-11.99493,26.88805,314.14,1.12,1.05,2024-09-30,0737,T,22,6.1NRT,296.28,4.63,D
-13.25475,36.02239,317.76,2.6,1.55,2024-09-30,0737,T,39,6.1NRT,302.13,18.51,D
-12.57573,30.64904,322.1,1.09,1.04,2024-09-30,0737,T,58,6.1NRT,309.25,8.86,D
-11.99184,26.51606,322.27,1.16,1.07,2024-09-30,0737,T,69,6.1NRT,300.09,12.53,D
-12.65123,30.99583,320.39,1.13,1.06,2024-09-30,0737,T,45,6.1NRT,307.4,6.47,D
-11.63944,24.08763,322.71,1.69,1.28,2024-09-30,0737,T,75,6.1NRT,295.21,26.53,D
-12.45445,29.44741,322.75,1.01,1,2024-09-30,0737,T,50,6.1NRT,308.15,6.96,D
-13.289,35.77626,318.47,2.49,1.52,2024-09-30,0737,T,22,6.1NRT,304.59,22.51,D
-11.69412,24.14075,314.32,1.67,1.27,2024-09-30,0737,T,16,6.1NRT,296.61,11.32,D
-11.78978,24.75228,312.34,1.5,1.21,2024-09-30,0737,T,33,6.1NRT,294.57,9.22,D
-12.32662,28.31205,330.92,1.01,1,2024-09-30,0737,T,79,6.1NRT,302.59,19.66,D
-12.50443,29.54262,352.46,1.01,1.01,2024-09-30,0737,T,96,6.1NRT,309.29,55.93,D
-12.50574,29.55177,331.19,1.01,1.01,2024-09-30,0737,T,79,6.1NRT,306.71,17.11,D
-12.07575,26.39935,322.89,1.18,1.08,2024-09-30,0737,T,70,6.1NRT,301.37,12.86,D
-12.69688,30.65615,321.07,1.1,1.04,2024-09-30,0737,T,54,6.1NRT,309.18,8.39,D
-11.93244,25.41651,316.1,1.35,1.15,2024-09-30,0737,T,57,6.1NRT,301.75,7.73,D
-13.43636,36.51313,320.57,2.86,1.61,2024-09-30,0737,T,60,6.1NRT,303.95,34.4,D
-12.66522,30.15803,322.54,1.05,1.02,2024-09-30,0737,T,63,6.1NRT,307.96,8.61,D
-13.0048,32.66068,322.84,1.43,1.18,2024-09-30,0737,T,58,6.1NRT,309.92,12.02,D
-11.75501,23.10121,328.11,2,1.38,2024-09-30,0737,T,81,6.1NRT,298.21,48.81,D
-12.58509,28.37519,325.67,1.01,1,2024-09-30,0737,T,72,6.1NRT,302.92,11.81,D
-13.04649,31.66689,332,1.24,1.11,2024-09-30,0737,T,73,6.1NRT,311.97,21.97,D
-13.04801,31.67828,328.84,1.24,1.11,2024-09-30,0737,T,65,6.1NRT,311.44,16.06,D
-12.59398,28.37387,322.92,1.01,1,2024-09-30,0737,T,67,6.1NRT,302.67,9.47,D
-13.36727,33.9665,326.1,1.8,1.32,2024-09-30,0737,T,69,6.1NRT,307.84,32.44,D
-13.64806,36.2715,323.43,2.75,1.59,2024-09-30,0737,T,67,6.1NRT,305.02,44.75,D
-13.041,31.38122,323.58,1.2,1.09,2024-09-30,0737,T,58,6.1NRT,310.23,7.8,D
-13.04243,31.39215,323.51,1.2,1.09,2024-09-30,0737,T,56,6.1NRT,310.17,7.14,D
-13.36321,33.961,324.32,1.8,1.32,2024-09-30,0737,T,58,6.1NRT,307.95,26.36,D
-13.63841,36.26728,323.93,2.75,1.59,2024-09-30,0737,T,67,6.1NRT,305.61,47.2,D
-11.99725,24.23179,312,1.62,1.25,2024-09-30,0737,T,32,6.1NRT,297.03,9.55,D
-13.03861,31.21504,334.06,1.17,1.08,2024-09-30,0737,T,80,6.1NRT,306.67,27.77,D
-12.33665,26.29607,319.76,1.18,1.08,2024-09-30,0737,T,63,6.1NRT,303.01,8.53,D
-12.03877,24.13523,314.1,1.65,1.26,2024-09-30,0737,T,55,6.1NRT,298.14,12.71,D
-12.76451,28.85045,323.96,1,1,2024-09-30,0737,T,64,6.1NRT,307.32,11.23,D
-12.43248,26.38272,321.26,1.17,1.08,2024-09-30,0737,T,67,6.1NRT,301.03,13.4,D
-12.43412,26.39326,324.33,1.17,1.07,2024-09-30,0737,T,72,6.1NRT,299.61,17.3,D
-13.15647,31.33732,326,1.19,1.09,2024-09-30,0737,T,66,6.1NRT,311.05,11.53,D
-13.20956,31.58725,330.51,1.23,1.1,2024-09-30,0737,T,50,6.1NRT,310.74,17.33,D
-11.98811,23.24856,316.85,1.93,1.36,2024-09-30,0737,T,65,6.1NRT,296.49,20.56,D
-13.22617,31.56233,339.29,1.23,1.1,2024-09-30,0737,T,85,6.1NRT,309.83,35.51,D
-13.22767,31.5735,329.53,1.23,1.1,2024-09-30,0737,T,23,6.1NRT,310.13,16.25,D
-13.22917,31.58466,345.27,1.23,1.1,2024-09-30,0737,T,90,6.1NRT,311.73,49.58,D
-13.97481,37.40189,330.69,3.41,1.74,2024-09-30,0737,T,78,6.1NRT,304.81,101.43,D
-11.99603,23.25911,312.66,1.92,1.35,2024-09-30,0737,T,25,6.1NRT,295.73,11.21,D
-12.00537,23.16813,329.48,1.95,1.36,2024-09-30,0737,T,82,6.1NRT,298.99,51.03,D
-12.00831,23.18562,315.2,1.95,1.36,2024-09-30,0737,T,59,6.1NRT,297.5,13.56,D
-13.97088,37.39723,327.44,3.41,1.74,2024-09-30,0737,T,73,6.1NRT,304.85,79.15,D
-13.88628,35.85802,321.25,2.57,1.54,2024-09-30,0737,T,55,6.1NRT,303.59,34.63,D
-13.21747,30.56624,322.23,1.1,1.04,2024-09-30,0737,T,54,6.1NRT,309.06,8.91,D
-13.87925,35.85205,322.24,2.57,1.54,2024-09-30,0737,T,58,6.1NRT,303.92,41.1,D
-13.30801,31.09639,323.95,1.16,1.07,2024-09-30,0737,T,59,6.1NRT,306.71,12.54,D
-13.98757,36.57252,323.17,2.94,1.63,2024-09-30,0737,T,63,6.1NRT,304.02,47.01,D
-14.00211,36.57094,324.29,2.94,1.63,2024-09-30,0737,T,66,6.1NRT,303.27,52.54,D
-13.23055,29.66086,321.98,1.03,1.01,2024-09-30,0737,T,59,6.1NRT,308.07,8.22,D
-13.47094,31.18896,326.57,1.18,1.08,2024-09-30,0737,T,67,6.1NRT,312.45,10.57,D
-13.47241,31.1997,324.62,1.18,1.08,2024-09-30,0737,T,55,6.1NRT,310.75,7.82,D
-13.28913,29.68392,322.36,1.03,1.01,2024-09-30,0737,T,58,6.1NRT,309.61,8.34,D
-13.30596,29.73861,324.17,1.03,1.01,2024-09-30,0737,T,64,6.1NRT,309.51,9.11,D
-13.34347,29.80947,330,1.04,1.02,2024-09-30,0737,T,76,6.1NRT,311.63,14.75,D
-12.7628,25.74741,315.84,1.25,1.11,2024-09-30,0737,T,44,6.1NRT,301.17,7.36,D
-13.00497,27.3478,323.4,1.05,1.02,2024-09-30,0737,T,61,6.1NRT,307.37,8.03,D
-13.10492,27.9618,325.03,1.02,1.01,2024-09-30,0739,T,69,6.1NRT,309.2,10.17,D
-12.87362,26.31427,317.45,1.16,1.07,2024-09-30,0739,T,47,6.1NRT,302.99,7.97,D
-13.41846,29.68776,340.12,1.03,1.01,2024-09-30,0739,T,87,6.1NRT,308.97,32.88,D
-13.43666,29.75181,326.73,1.03,1.02,2024-09-30,0739,T,69,6.1NRT,310.72,12.87,D
-13.48985,30.13142,322.02,1.06,1.03,2024-09-30,0739,T,53,6.1NRT,309.11,6.87,D
-13.58082,30.19112,321.14,1.07,1.03,2024-09-30,0739,T,41,6.1NRT,309.37,5.96,D
-13.66602,30.8109,326.23,1.13,1.06,2024-09-30,0739,T,49,6.1NRT,312.54,8.31,D
-13.17151,27.29029,347.65,1.05,1.02,2024-09-30,0739,T,93,6.1NRT,304,49.74,D
-13.17293,27.29979,321.84,1.05,1.02,2024-09-30,0739,T,32,6.1NRT,305.88,8.01,D
-13.67827,30.83022,328.67,1.14,1.06,2024-09-30,0739,T,70,6.1NRT,313.1,11.47,D
-13.18406,26.94675,322.22,1.08,1.04,2024-09-30,0739,T,61,6.1NRT,306.34,9.41,D
-13.68755,30.22965,322.51,1.07,1.03,2024-09-30,0739,T,47,6.1NRT,310.18,6.53,D
-13.68892,30.23953,333.89,1.07,1.03,2024-09-30,0739,T,80,6.1NRT,311.33,22.04,D
-13.69812,30.23833,321.23,1.07,1.03,2024-09-30,0739,T,27,6.1NRT,309.27,5.37,D
-13.40745,28.06899,321.74,1.01,1,2024-09-30,0739,T,54,6.1NRT,306.87,6.7,D
-13.56872,29.05599,322.62,1.01,1,2024-09-30,0739,T,45,6.1NRT,310.22,6.46,D
-13.67411,29.80485,321.79,1.04,1.02,2024-09-30,0739,T,45,6.1NRT,309.47,6.7,D
-13.45465,28.08057,327.78,1.01,1,2024-09-30,0739,T,72,6.1NRT,307.03,13.13,D
-14.8722,39.18922,330.28,4.82,2,2024-09-30,0739,T,76,6.1NRT,301.36,178.19,D
-13.0396,25.08528,323.85,1.36,1.16,2024-09-30,0739,T,65,6.1NRT,300.08,16.8,D
-13.45395,27.82767,325.85,1.02,1.01,2024-09-30,0739,T,69,6.1NRT,307.81,10.42,D
-13.69118,29.46899,321.04,1.02,1.01,2024-09-30,0739,T,24,6.1NRT,308.78,7.25,D
-13.69249,29.47823,321.74,1.02,1.01,2024-09-30,0739,T,39,6.1NRT,309.35,7.43,D
-14.87153,39.18445,328.79,4.82,2,2024-09-30,0739,T,74,6.1NRT,301.18,162.62,D
-13.24588,25.89021,320.05,1.21,1.09,2024-09-30,0739,T,51,6.1NRT,304.33,8.62,D
-13.80327,29.67499,323.23,1.03,1.02,2024-09-30,0739,T,54,6.1NRT,308.68,7.02,D
-13.79433,29.41333,324.93,1.02,1.01,2024-09-30,0739,T,60,6.1NRT,307.42,12.11,D
-13.79562,29.42255,323.02,1.02,1.01,2024-09-30,0739,T,50,6.1NRT,307.19,10.24,D
-13.93291,30.41954,328.14,1.1,1.04,2024-09-30,0739,T,68,6.1NRT,313.14,11.3,D
-14.00402,30.87814,330.56,1.15,1.07,2024-09-30,0739,T,72,6.1NRT,312.1,19.36,D
-14.00537,30.88827,331.51,1.15,1.07,2024-09-30,0739,T,74,6.1NRT,311.2,21.25,D
-14.01349,30.87654,332.35,1.15,1.07,2024-09-30,0739,T,75,6.1NRT,310.95,21.64,D
-14.79507,37.34583,322.12,3.47,1.75,2024-09-30,0739,T,56,6.1NRT,307.7,38.79,D
-13.69039,28.43248,328.08,1,1,2024-09-30,0739,T,71,6.1NRT,312.97,9.56,D
-13.15756,24.79586,319,1.42,1.18,2024-09-30,0739,T,55,6.1NRT,301.31,8.01,D
-13.89256,29.65578,328.65,1.03,1.02,2024-09-30,0739,T,70,6.1NRT,311.92,13.31,D
-13.05361,23.99955,320.44,1.62,1.25,2024-09-30,0739,T,68,6.1NRT,299.33,18.21,D
-13.05381,23.99357,323,1.62,1.25,2024-09-30,0739,T,72,6.1NRT,299.05,25.43,D
-13.97679,30.06535,325.85,1.07,1.03,2024-09-30,0739,T,61,6.1NRT,311.99,9.61,D
-13.98873,29.68436,325.19,1.04,1.02,2024-09-30,0739,T,59,6.1NRT,313.41,6.86,D
-14.51179,33.06778,331.1,1.6,1.25,2024-09-30,0739,T,75,6.1NRT,311.12,29.62,D
-14.48527,32.60019,337.54,1.48,1.2,2024-09-30,0739,T,83,6.1NRT,314.86,38.41,D
-14.48704,32.6138,328.22,1.49,1.2,2024-09-30,0739,T,68,6.1NRT,313.53,15.72,D
-14.49079,32.60755,341.66,1.49,1.2,2024-09-30,0739,T,87,6.1NRT,314.2,51.99,D
-13.92747,28.28593,325.81,1,1,2024-09-30,0739,T,62,6.1NRT,308.47,8.68,D
-14.11556,29.53868,326.31,1.03,1.01,2024-09-30,0739,T,60,6.1NRT,312.83,9.15,D
-14.15639,29.83153,324.29,1.05,1.02,2024-09-30,0739,T,41,6.1NRT,312.61,7.08,D
-14.61547,33.35012,325.83,1.69,1.28,2024-09-30,0739,T,63,6.1NRT,305.84,27.29,D
-14.1373,29.49743,325.99,1.03,1.01,2024-09-30,0739,T,59,6.1NRT,313.62,8.54,D
-14.13861,29.50676,327.18,1.03,1.01,2024-09-30,0739,T,64,6.1NRT,313.45,9.71,D
-14.14254,29.20636,325.52,1.01,1.01,2024-09-30,0739,T,57,6.1NRT,311.85,9.08,D
-13.66538,25.81339,330.42,1.21,1.09,2024-09-30,0739,T,78,6.1NRT,305.56,20.44,D
-14.7275,33.05844,333.17,1.61,1.25,2024-09-30,0739,T,78,6.1NRT,314.32,29.05,D
-14.72937,33.07308,332.91,1.62,1.25,2024-09-30,0739,T,77,6.1NRT,314.32,29.28,D
-13.7199,25.88801,332.52,1.2,1.09,2024-09-30,0739,T,80,6.1NRT,307.42,23.64,D
-14.71858,33.0687,328.36,1.62,1.25,2024-09-30,0739,T,67,6.1NRT,313.77,17.41,D
-13.72783,25.87568,326.03,1.2,1.09,2024-09-30,0739,T,70,6.1NRT,306,12.79,D
-13.72953,25.88644,342.51,1.2,1.09,2024-09-30,0739,T,89,6.1NRT,307.11,43.47,D
-14.41798,30.61022,333.04,1.13,1.06,2024-09-30,0739,T,75,6.1NRT,318.57,15.4,D
-14.72969,33.06716,338.4,1.62,1.25,2024-09-30,0739,T,84,6.1NRT,314.61,45.48,D
-14.31568,29.78716,331.19,1.05,1.02,2024-09-30,0739,T,73,6.1NRT,313.36,15.78,D
-14.3473,29.94918,324.11,1.06,1.03,2024-09-30,0739,T,42,6.1NRT,311.36,10.08,D
-14.69051,32.31092,328.73,1.43,1.18,2024-09-30,0739,T,67,6.1NRT,309.43,24.08,D
-14.36849,29.70149,326.04,1.04,1.02,2024-09-30,0739,T,58,6.1NRT,312.91,7.77,D
-14.79806,32.521,333.94,1.48,1.2,2024-09-30,0739,T,78,6.1NRT,310.08,36.81,D
-14.82849,32.5041,324.62,1.48,1.2,2024-09-30,0739,T,46,6.1NRT,312.46,16.12,D
-14.45249,29.6446,332.61,1.04,1.02,2024-09-30,0739,T,75,6.1NRT,311.1,16.9,D
-14.482,29.8549,326.73,1.06,1.03,2024-09-30,0739,T,61,6.1NRT,310.96,13.01,D
-14.83246,32.49779,325.54,1.48,1.2,2024-09-30,0739,T,55,6.1NRT,312.4,16.58,D
-14.20852,27.75133,331.28,1.01,1.01,2024-09-30,0739,T,61,6.1NRT,315.35,13.88,D
-14.188,26.99965,322.66,1.06,1.03,2024-09-30,0739,T,54,6.1NRT,309.43,5.95,D
-14.53089,29.21962,325.68,1.02,1.01,2024-09-30,0739,T,60,6.1NRT,312.43,8.6,D
-14.67033,30.22556,326.48,1.09,1.04,2024-09-30,0739,T,59,6.1NRT,312.84,11.02,D
-15.63877,38.38631,321.3,4.28,1.91,2024-09-30,0739,T,46,6.1NRT,307.5,55.22,D
-15.65038,38.50482,328.18,4.38,1.93,2024-09-30,0739,T,75,6.1NRT,306.58,122.71,D
-15.6543,38.545,321.64,4.41,1.93,2024-09-30,0739,T,34,6.1NRT,304.97,66.34,D
-14.57877,29.36455,329.29,1.03,1.01,2024-09-30,0739,T,69,6.1NRT,314.06,11.23,D
-14.72449,30.41382,329.81,1.11,1.05,2024-09-30,0739,T,69,6.1NRT,314.72,13.91,D
-15.74384,38.91702,322.92,4.71,1.99,2024-09-30,0739,T,64,6.1NRT,304.79,90.64,D
-14.53363,28.91814,344.35,1.01,1,2024-09-30,0739,T,90,6.1NRT,314.93,34.42,D
-15.25282,34.34019,320.8,2.05,1.39,2024-09-30,0739,T,37,6.1NRT,308.57,16.39,D
-15.64234,38.38101,324.91,4.28,1.91,2024-09-30,0739,T,69,6.1NRT,307.42,81.97,D
-15.65321,38.49973,329.39,4.38,1.93,2024-09-30,0739,T,76,6.1NRT,306.61,132.08,D
-14.5453,28.86369,328.96,1.01,1,2024-09-30,0739,T,72,6.1NRT,312.4,10.93,D
-15.25533,34.33429,322.16,2.05,1.39,2024-09-30,0739,T,52,6.1NRT,308.72,22.3,D
-15.74393,38.91184,321.17,4.71,1.99,2024-09-30,0739,T,58,6.1NRT,304.7,75.44,D
-15.32059,34.6823,320.53,2.19,1.43,2024-09-30,0739,T,36,6.1NRT,307.2,24.19,D
-15.79286,38.86372,327.14,4.68,1.98,2024-09-30,0739,T,73,6.1NRT,305.1,134.24,D
-15.04833,32.1599,325.95,1.41,1.18,2024-09-30,0739,T,58,6.1NRT,310.39,15.62,D
-14.56828,28.58051,324.55,1,1,2024-09-30,0739,T,60,6.1NRT,311.51,5.84,D
-15.79286,38.85652,325.25,4.68,1.98,2024-09-30,0739,T,69,6.1NRT,305.12,114.92,D
-13.77683,23.21059,325.91,1.8,1.31,2024-09-30,0739,T,65,6.1NRT,302.64,28.22,D
-15.12735,32.39943,326.63,1.47,1.2,2024-09-30,0739,T,61,6.1NRT,313.34,12.96,D
-15.69234,37.28408,320.89,3.53,1.77,2024-09-30,0739,T,51,6.1NRT,303.85,60.04,D
-14.60518,28.2615,340.55,1,1,2024-09-30,0739,T,86,6.1NRT,310.92,30.36,D
-14.6065,28.27061,327.51,1,1,2024-09-30,0739,T,68,6.1NRT,309.57,11.93,D
-15.19085,32.55793,327.45,1.51,1.21,2024-09-30,0739,T,64,6.1NRT,314.3,15.55,D
-14.53249,27.44958,333.98,1.02,1.01,2024-09-30,0739,T,79,6.1NRT,312.62,19.5,D
-15.91009,38.22496,339.87,4.19,1.9,2024-09-30,0739,T,87,6.1NRT,308.39,250.23,D
-15.91395,38.2638,322.48,4.22,1.9,2024-09-30,0739,T,58,6.1NRT,309.19,62.51,D
-15.91425,38.21803,335.66,4.19,1.9,2024-09-30,0739,T,83,6.1NRT,307.97,199.17,D
-15.91783,38.25662,326.61,4.22,1.9,2024-09-30,0739,T,71,6.1NRT,309.18,100.15,D
-14.86782,29.12751,324.98,1.02,1.01,2024-09-30,0739,T,39,6.1NRT,311.7,7.46,D
-15.26884,31.98283,325.18,1.38,1.16,2024-09-30,0739,T,49,6.1NRT,309.95,13.98,D
-15.27921,31.98168,333.51,1.38,1.16,2024-09-30,0739,T,77,6.1NRT,309.03,30.58,D
-15.2808,31.99414,336.14,1.39,1.17,2024-09-30,0739,T,80,6.1NRT,308.02,36.52,D
-15.34441,32.49694,326.64,1.5,1.21,2024-09-30,0739,T,59,6.1NRT,311.36,17.84,D
-14.28294,24.98063,338.81,1.33,1.14,2024-09-30,0739,T,86,6.1NRT,305.44,40.13,D
-14.28484,24.9926,333.68,1.32,1.14,2024-09-30,0739,T,81,6.1NRT,305.6,28.23,D
-15.09489,30.50451,326.69,1.13,1.06,2024-09-30,0739,T,62,6.1NRT,313.36,9.68,D
-15.29131,31.99386,324.2,1.39,1.17,2024-09-30,0739,T,34,6.1NRT,310.57,12.92,D
-15.35186,32.46932,328.35,1.49,1.21,2024-09-30,0739,T,66,6.1NRT,312.75,18.85,D
-15.19864,30.96066,333.51,1.2,1.09,2024-09-30,0739,T,77,6.1NRT,315.13,21.58,D
-15.11373,30.24624,330.97,1.1,1.05,2024-09-30,0739,T,51,6.1NRT,316.82,12.89,D
-15.11509,30.25636,329.44,1.11,1.05,2024-09-30,0739,T,49,6.1NRT,317.19,11.22,D
-14.31231,24.78177,323.36,1.36,1.16,2024-09-30,0739,T,64,6.1NRT,304.88,12.46,D
-15.19508,30.784,326.8,1.17,1.08,2024-09-30,0739,T,61,6.1NRT,314.5,10.44,D
-15.32747,31.80563,327.8,1.35,1.15,2024-09-30,0739,T,65,6.1NRT,313.5,13.42,D
-15.62022,34.12092,328.95,2,1.38,2024-09-30,0739,T,72,6.1NRT,311.98,35.16,D
-15.63262,34.12062,336.29,2,1.38,2024-09-30,0739,T,82,6.1NRT,312.62,60.84,D
-15.6929,34.64048,322.58,2.19,1.44,2024-09-30,0739,T,55,6.1NRT,310.58,17.21,D
-15.60245,33.66293,327.04,1.84,1.33,2024-09-30,0739,T,67,6.1NRT,313.75,16.03,D
-15.95077,36.71277,341.9,3.21,1.7,2024-09-30,0739,T,88,6.1NRT,304.89,208.27,D
-15.91905,36.15,323.18,2.9,1.62,2024-09-30,0739,T,60,6.1NRT,307.92,36.23,D
-15.94905,36.70708,338.67,3.21,1.7,2024-09-30,0739,T,86,6.1NRT,305.08,179.57,D
-15.47261,32.31841,334.52,1.46,1.2,2024-09-30,0739,T,79,6.1NRT,314.35,31.18,D
-15.96422,36.70615,322.65,3.21,1.7,2024-09-30,0739,T,60,6.1NRT,303.44,66.56,D
-15.36315,31.36825,328.09,1.27,1.12,2024-09-30,0739,T,66,6.1NRT,314.25,14.4,D
-15.36466,31.37994,345.4,1.27,1.12,2024-09-30,0739,T,90,6.1NRT,315.54,51.97,D
-15.64639,33.66842,330,1.85,1.33,2024-09-30,0739,T,74,6.1NRT,314.8,25.06,D
-15.92124,36.14319,320.33,2.9,1.62,2024-09-30,0739,T,42,6.1NRT,307.73,26.6,D
-13.91903,21.80699,314.23,2.29,1.46,2024-09-30,0739,T,32,6.1NRT,296.84,16.38,D
-13.92257,21.82745,317.65,2.28,1.46,2024-09-30,0739,T,58,6.1NRT,297.83,25.84,D
-15.38221,31.43727,327.29,1.28,1.12,2024-09-30,0739,T,64,6.1NRT,313.96,14.65,D
-15.98538,36.61541,330.37,3.16,1.68,2024-09-30,0739,T,73,6.1NRT,306.86,96.19,D
-15.98839,36.64443,328.91,3.18,1.69,2024-09-30,0739,T,55,6.1NRT,305.55,85.57,D
-16.02162,36.67095,325.57,3.19,1.69,2024-09-30,0739,T,68,6.1NRT,306.21,68.9,D
-16.02472,36.70025,328.83,3.21,1.7,2024-09-30,0739,T,74,6.1NRT,304.48,92.09,D
-16.02421,36.55286,324.34,3.13,1.68,2024-09-30,0739,T,64,6.1NRT,307.49,47.14,D
-14.96459,28.13605,323.6,1,1,2024-09-30,0739,T,48,6.1NRT,309.45,7.46,D
-16.03603,36.52262,326.8,3.11,1.67,2024-09-30,0739,T,70,6.1NRT,308.57,58.01,D
-16.0392,36.55177,328.15,3.13,1.68,2024-09-30,0739,T,73,6.1NRT,307.39,70.24,D
-15.67074,33.28301,330.46,1.73,1.29,2024-09-30,0739,T,73,6.1NRT,313.78,24.94,D
-16.02015,36.66567,320.58,3.19,1.69,2024-09-30,0739,T,8,6.1NRT,306.25,35.54,D
-16.02302,36.69482,327.99,3.21,1.7,2024-09-30,0739,T,73,6.1NRT,304.98,81.79,D
-15.66824,33.27749,327.35,1.73,1.29,2024-09-30,0739,T,68,6.1NRT,313.69,17.99,D
-16.02357,36.54736,325,3.13,1.68,2024-09-30,0739,T,67,6.1NRT,307.87,53.14,D
-16.03558,36.51697,322.77,3.11,1.67,2024-09-30,0739,T,54,6.1NRT,308.66,37.22,D
-16.03855,36.54618,331.73,3.13,1.68,2024-09-30,0739,T,78,6.1NRT,307.59,96.67,D
-13.9967,21.72283,314.64,2.31,1.47,2024-09-30,0739,T,35,6.1NRT,297.61,19.68,D
-14.02516,21.88723,319.1,2.24,1.45,2024-09-30,0739,T,60,6.1NRT,296.97,28.6,D
-16.08958,36.74782,325.67,3.25,1.7,2024-09-30,0739,T,69,6.1NRT,306.03,72.05,D
-15.15878,29.03762,328.41,1.02,1.01,2024-09-30,0739,T,69,6.1NRT,312.11,12.65,D
-15.85665,34.36923,323.77,2.1,1.41,2024-09-30,0739,T,61,6.1NRT,310.9,22.99,D
-16.18207,37.34384,322.69,3.62,1.78,2024-09-30,0739,T,62,6.1NRT,308.56,51.03,D
-15.2594,29.42782,323.57,1.04,1.02,2024-09-30,0739,T,28,6.1NRT,312.29,5.8,D
-16.17536,37.33787,321.13,3.62,1.78,2024-09-30,0739,T,57,6.1NRT,308.83,40.14,D
-15.43217,30.42282,327.27,1.13,1.06,2024-09-30,0739,T,65,6.1NRT,315.7,9.02,D
-15.45872,30.62156,324.64,1.16,1.07,2024-09-30,0739,T,54,6.1NRT,313.1,8.32,D
-16.13127,36.13832,324.69,2.91,1.63,2024-09-30,0739,T,62,6.1NRT,309.77,39.63,D
-15.92714,34.08687,331.24,2,1.38,2024-09-30,0739,T,59,6.1NRT,317.15,28.01,D
-14.10081,21.47816,320.78,2.41,1.5,2024-09-30,0739,T,63,6.1NRT,299.49,33.67,D
-15.95392,34.10215,328.89,2.01,1.38,2024-09-30,0739,T,32,6.1NRT,315.76,17.66,D
-15.50709,30.51258,334.23,1.15,1.07,2024-09-30,0739,T,78,6.1NRT,317.7,19.48,D
-15.50846,30.52301,340.37,1.15,1.07,2024-09-30,0739,T,85,6.1NRT,315.74,31.7,D
-15.99355,34.42068,324.8,2.13,1.42,2024-09-30,0739,T,63,6.1NRT,312.43,24.1,D
-15.99547,33.99851,331.73,1.98,1.37,2024-09-30,0739,T,77,6.1NRT,315.28,34.78,D
-15.99761,34.01673,332.91,1.98,1.37,2024-09-30,0739,T,78,6.1NRT,314.74,38.83,D
-16.31041,36.8364,332,3.32,1.72,2024-09-30,0739,T,79,6.1NRT,305.89,129.21,D
-16.30714,36.82992,326.95,3.32,1.72,2024-09-30,0739,T,72,6.1NRT,306.15,91.63,D
-16.31014,36.86094,323.42,3.34,1.72,2024-09-30,0739,T,64,6.1NRT,305.4,67.71,D
-16.06737,34.26733,328.69,2.08,1.4,2024-09-30,0739,T,72,6.1NRT,315.09,26.6,D
-15.23174,27.7523,325.23,1.01,1,2024-09-30,0739,T,55,6.1NRT,312.03,7.39,D
-15.43756,29.18738,340.97,1.03,1.01,2024-09-30,0739,T,86,6.1NRT,315.6,29.38,D
-15.43887,29.19678,340.79,1.03,1.01,2024-09-30,0739,T,86,6.1NRT,314.81,29.25,D
-15.44655,29.18607,335.54,1.03,1.01,2024-09-30,0739,T,80,6.1NRT,313.89,20.61,D
-15.76442,31.39887,334.31,1.29,1.13,2024-09-30,0739,T,78,6.1NRT,315.47,24.15,D
-15.13163,26.59385,326.96,1.07,1.03,2024-09-30,0739,T,63,6.1NRT,310.99,8.53,D
-15.71713,30.49269,324.63,1.15,1.07,2024-09-30,0739,T,50,6.1NRT,313.45,7.36,D
-15.94731,32.28072,325.69,1.48,1.2,2024-09-30,0739,T,51,6.1NRT,313.66,12.07,D
